transaction_id,timestamp,customer_id,is_fraud,graph_customer_cluster_size_before,graph_device_cluster_size_before,graph_ip_cluster_size_before,graph_direct_connections_before
TX0000024,2026-01-01 02:45:50,C00350,0,1,1,1,0
TX0092695,2026-01-01 02:53:22,C03228,1,1,1,1,0
TX0067936,2026-01-01 02:59:45,C05578,0,1,1,1,0
TX0028746,2026-01-01 02:59:50,C08572,1,1,1,1,0
TX0046489,2026-01-01 03:04:53,C04683,0,1,1,1,0
TX0084975,2026-01-01 03:05:25,C00908,0,1,1,1,0
TX0062163,2026-01-01 03:09:23,C00125,0,1,1,1,0
TX0062196,2026-01-01 03:14:35,C08806,0,1,1,1,0
TX0005459,2026-01-01 03:19:01,C00850,0,1,1,1,0
TX0044878,2026-01-01 03:24:01,C01386,0,1,1,1,0
TX0032592,2026-01-01 03:25:33,C08484,0,1,1,1,0
TX0021790,2026-01-01 03:33:19,C01637,0,1,1,1,0
TX0088802,2026-01-01 03:34:38,C06257,0,1,1,1,0
TX0026826,2026-01-01 03:35:08,C01213,0,1,1,1,0
TX0037235,2026-01-01 03:42:39,C00278,0,1,1,1,0
TX0095251,2026-01-01 03:48:11,C00041,0,1,1,1,0
TX0074854,2026-01-01 03:50:45,C06695,0,1,1,1,0
TX0013761,2026-01-01 03:51:09,C07178,0,1,1,1,0
TX0078793,2026-01-01 03:51:11,C09345,0,1,1,1,0
TX0000540,2026-01-01 03:51:28,C05833,0,1,1,1,0
TX0022478,2026-01-01 03:51:53,C00256,0,1,1,1,0
TX0004126,2026-01-01 04:05:33,C09640,0,1,1,1,0
TX0000080,2026-01-01 04:09:38,C08577,0,1,1,1,0
TX0085319,2026-01-01 04:09:38,C04888,0,1,1,1,0
TX0020578,2026-01-01 04:11:25,C07110,0,1,1,1,0
TX0044975,2026-01-01 04:12:15,C00140,0,1,1,1,0
TX0072540,2026-01-01 04:15:32,C09196,0,1,1,1,0
TX0051549,2026-01-01 04:19:21,C03246,0,1,1,1,0
TX0094173,2026-01-01 04:21:34,C09255,0,1,1,1,0
TX0038248,2026-01-01 04:23:11,C00843,0,1,1,1,1
TX0091012,2026-01-01 04:23:35,C07239,0,1,1,1,0
TX0045062,2026-01-01 04:26:18,C03022,0,1,1,1,0
TX0077848,2026-01-01 04:27:08,C06413,0,1,1,1,0
TX0090365,2026-01-01 04:27:24,C09025,0,1,1,1,0
TX0025608,2026-01-01 04:29:17,C01589,0,1,1,1,0
TX0076852,2026-01-01 04:30:08,C08872,0,1,1,1,0
TX0066017,2026-01-01 04:36:20,C08054,0,1,1,1,0
TX0030723,2026-01-01 04:41:09,C01839,0,1,1,1,0
TX0022646,2026-01-01 04:49:25,C00347,0,1,1,1,0
TX0088962,2026-01-01 04:51:51,C01502,0,1,1,1,0
TX0064615,2026-01-01 04:52:42,C08309,0,1,1,1,0
TX0000329,2026-01-01 05:00:55,C06744,0,1,1,1,0
TX0036714,2026-01-01 05:01:26,C08480,0,1,1,1,0
TX0016542,2026-01-01 05:10:32,C01471,0,1,1,1,0
TX0090166,2026-01-01 05:13:00,C03042,0,1,1,1,0
TX0004355,2026-01-01 05:23:05,C03990,1,1,1,1,0
TX0057285,2026-01-01 05:23:22,C08642,0,1,1,1,0
TX0008587,2026-01-01 05:23:52,C05207,0,1,1,1,0
TX0096233,2026-01-01 05:34:28,C05594,0,1,1,1,0
TX0099561,2026-01-01 05:35:35,C02931,0,1,1,1,0
TX0019295,2026-01-01 05:45:17,C04191,0,1,1,1,0
TX0053939,2026-01-01 05:55:54,C06321,0,1,1,1,0
TX0013786,2026-01-01 05:59:58,C05551,0,1,1,1,0
TX0022227,2026-01-01 06:02:58,C01391,0,1,1,1,0
TX0061295,2026-01-01 06:09:49,C00753,0,1,1,1,0
TX0041620,2026-01-01 06:15:02,C09178,0,1,1,1,0
TX0015189,2026-01-01 06:16:57,C02624,0,1,1,1,0
TX0071869,2026-01-01 06:19:15,C05541,0,1,1,1,1
TX0039566,2026-01-01 06:24:45,C00071,0,1,1,1,0
TX0001272,2026-01-01 06:25:11,C00797,0,1,1,1,0
TX0092744,2026-01-01 06:25:18,C07265,0,1,1,1,0
TX0057019,2026-01-01 06:29:34,C08003,0,1,1,1,0
TX0059151,2026-01-01 06:32:57,C03847,0,1,1,1,0
TX0015686,2026-01-01 06:34:13,C06476,0,1,1,1,1
TX0022734,2026-01-01 06:39:35,C05004,0,1,1,1,0
TX0083870,2026-01-01 06:44:23,C06170,0,1,1,1,0
TX0097899,2026-01-01 06:47:29,C00046,0,1,1,1,0
TX0039636,2026-01-01 06:50:19,C07137,0,1,1,1,0
TX0056052,2026-01-01 06:51:48,C01281,0,1,1,1,0
TX0057036,2026-01-01 06:54:03,C01701,0,1,1,1,0
TX0096091,2026-01-01 06:54:48,C09272,0,1,1,1,0
TX0060647,2026-01-01 06:57:24,C05428,0,1,1,1,0
TX0081199,2026-01-01 06:58:48,C06918,0,1,1,1,0
TX0011915,2026-01-01 07:00:24,C00747,0,1,1,2,1
TX0074018,2026-01-01 07:04:44,C05553,0,1,1,1,0
TX0044216,2026-01-01 07:19:07,C01851,0,1,1,1,0
TX0085040,2026-01-01 07:22:44,C09405,0,1,1,1,0
TX0026329,2026-01-01 07:24:53,C01730,0,1,1,1,0
TX0043053,2026-01-01 07:26:01,C01960,0,1,1,1,0
TX0042817,2026-01-01 07:28:23,C07225,0,1,1,1,0
TX0072771,2026-01-01 07:32:45,C08646,0,1,1,1,0
TX0032489,2026-01-01 07:36:09,C09494,0,1,1,1,1
TX0090371,2026-01-01 07:42:37,C07743,0,1,1,1,0
TX0028522,2026-01-01 07:42:40,C02694,0,1,1,1,0
TX0070817,2026-01-01 07:55:58,C06758,0,1,1,1,0
TX0008843,2026-01-01 07:57:13,C09898,0,1,1,1,0
TX0057311,2026-01-01 07:59:17,C06677,0,1,1,1,0
TX0089773,2026-01-01 08:01:44,C04015,0,1,1,1,0
TX0077630,2026-01-01 08:06:44,C06465,0,1,1,1,0
TX0098470,2026-01-01 08:09:22,C04785,0,1,1,1,0
TX0018374,2026-01-01 08:10:22,C04254,0,1,1,1,0
TX0086313,2026-01-01 08:17:36,C07188,0,1,1,1,0
TX0055771,2026-01-01 08:18:09,C04660,0,1,1,1,0
TX0017965,2026-01-01 08:21:56,C00067,0,1,1,1,0
TX0018825,2026-01-01 08:26:17,C05398,0,1,1,1,0
TX0022218,2026-01-01 08:30:37,C08958,0,1,1,1,0
TX0016490,2026-01-01 08:31:55,C07944,0,1,1,1,0
TX0009915,2026-01-01 08:32:07,C00106,0,1,1,1,0
TX0024105,2026-01-01 08:35:24,C01433,0,1,1,1,0
TX0031762,2026-01-01 08:36:11,C08612,0,1,1,1,0
TX0058206,2026-01-01 08:40:21,C01387,0,1,1,1,0
TX0061271,2026-01-01 08:41:32,C03280,0,1,1,1,0
TX0033241,2026-01-01 08:48:51,C04060,0,1,1,1,0
TX0048460,2026-01-01 08:49:50,C06079,0,1,1,1,0
TX0055226,2026-01-01 08:57:00,C07769,0,1,1,1,0
TX0090332,2026-01-01 09:02:37,C05004,0,1,1,1,0
TX0079130,2026-01-01 09:09:17,C09315,0,1,1,1,0
TX0080138,2026-01-01 09:09:20,C08894,0,1,1,1,0
TX0070977,2026-01-01 09:12:08,C08463,0,1,1,1,0
TX0053664,2026-01-01 09:16:15,C03265,0,1,1,1,0
TX0043242,2026-01-01 09:16:36,C05264,0,1,1,1,0
TX0014484,2026-01-01 09:17:32,C01121,0,1,1,1,0
TX0087053,2026-01-01 09:20:07,C05395,0,1,1,1,0
TX0025473,2026-01-01 09:21:24,C08718,0,1,1,1,0
TX0017365,2026-01-01 09:25:50,C09977,1,1,1,1,0
TX0048843,2026-01-01 09:28:09,C05313,0,1,1,1,0
TX0021423,2026-01-01 09:34:56,C05897,0,1,1,1,0
TX0078783,2026-01-01 09:36:42,C02806,0,1,1,1,0
TX0069892,2026-01-01 09:37:33,C07732,0,1,1,1,0
TX0097917,2026-01-01 09:38:08,C06800,0,1,1,1,0
TX0008242,2026-01-01 09:38:39,C01435,0,1,1,1,0
TX0034238,2026-01-01 09:40:16,C06311,0,1,1,1,0
TX0005267,2026-01-01 09:44:42,C04138,0,1,1,1,0
TX0033304,2026-01-01 09:46:18,C01761,0,1,1,1,0
TX0043420,2026-01-01 09:48:18,C00290,0,1,1,1,0
TX0082835,2026-01-01 09:48:53,C03782,0,1,1,1,0
TX0029761,2026-01-01 09:50:45,C00611,0,1,1,1,0
TX0039234,2026-01-01 09:53:27,C00870,0,1,1,1,0
TX0095206,2026-01-01 09:53:39,C07484,0,1,1,1,0
TX0028520,2026-01-01 09:54:58,C03280,0,1,1,1,0
TX0073414,2026-01-01 09:56:37,C09518,0,1,1,1,0
TX0016615,2026-01-01 09:56:59,C04578,0,1,1,1,0
TX0063710,2026-01-01 09:58:53,C08101,1,1,1,1,0
TX0076597,2026-01-01 10:02:53,C04489,0,1,1,1,0
TX0026020,2026-01-01 10:04:37,C08555,0,1,1,1,0
TX0026788,2026-01-01 10:09:48,C00703,0,1,1,1,0
TX0023340,2026-01-01 10:10:06,C07223,0,1,1,1,0
TX0090595,2026-01-01 10:12:17,C07649,0,1,1,1,0
TX0020429,2026-01-01 10:12:29,C09769,0,1,1,1,0
TX0014598,2026-01-01 10:13:05,C01323,0,1,1,1,0
TX0023816,2026-01-01 10:13:22,C08445,0,1,1,1,1
TX0093374,2026-01-01 10:15:14,C02593,0,1,1,1,0
TX0047322,2026-01-01 10:16:30,C02792,0,1,1,1,0
TX0091450,2026-01-01 10:27:39,C04918,0,1,1,1,0
TX0025379,2026-01-01 10:30:39,C06805,0,1,1,1,0
TX0086565,2026-01-01 10:31:45,C02911,0,1,1,1,0
TX0035130,2026-01-01 10:35:40,C09610,0,1,1,1,0
TX0010669,2026-01-01 10:35:45,C06345,0,1,1,1,0
TX0023168,2026-01-01 10:38:13,C09784,0,1,1,1,0
TX0049333,2026-01-01 10:42:35,C01455,0,1,1,1,0
TX0012107,2026-01-01 10:45:52,C06160,0,1,1,1,0
TX0014326,2026-01-01 10:46:55,C02335,0,1,1,1,0
TX0087088,2026-01-01 10:50:08,C00387,0,1,1,1,0
TX0059507,2026-01-01 10:51:25,C07093,0,1,1,1,0
TX0033817,2026-01-01 10:58:05,C01882,0,1,1,1,0
TX0045110,2026-01-01 11:00:43,C08874,0,1,1,1,0
TX0078356,2026-01-01 11:09:00,C05219,0,1,1,1,1
TX0048670,2026-01-01 11:17:50,C00898,0,1,1,1,0
TX0087401,2026-01-01 11:19:22,C05397,0,1,1,1,0
TX0090431,2026-01-01 11:20:10,C08032,0,1,1,1,0
TX0019401,2026-01-01 11:24:37,C08736,0,1,1,1,0
TX0052965,2026-01-01 11:25:19,C05729,0,1,1,1,0
TX0079607,2026-01-01 11:30:00,C04484,0,1,1,1,0
TX0070873,2026-01-01 11:30:17,C00350,0,1,1,1,0
TX0002906,2026-01-01 11:34:41,C00816,0,1,1,1,0
TX0074280,2026-01-01 11:48:30,C00593,0,1,1,1,0
TX0058391,2026-01-01 11:56:49,C06711,0,1,1,1,0
TX0091944,2026-01-01 12:08:17,C04090,0,1,1,1,0
TX0059038,2026-01-01 12:09:41,C05954,0,1,1,1,0
TX0036812,2026-01-01 12:13:37,C02201,0,1,1,1,0
TX0063657,2026-01-01 12:14:56,C06612,0,1,1,1,0
TX0013895,2026-01-01 12:18:08,C05579,0,1,1,1,0
TX0079542,2026-01-01 12:23:14,C02244,0,1,1,1,0
TX0026428,2026-01-01 12:25:20,C06228,0,1,1,1,0
TX0010544,2026-01-01 12:31:34,C05607,0,1,1,1,0
TX0041931,2026-01-01 12:32:48,C00328,0,1,1,1,0
TX0052039,2026-01-01 12:34:19,C03278,0,1,1,1,0
TX0077344,2026-01-01 12:47:54,C01551,0,1,1,1,0
TX0077502,2026-01-01 12:52:35,C09744,0,1,1,1,0
TX0080903,2026-01-01 12:54:49,C05982,0,1,1,1,0
TX0091036,2026-01-01 12:58:03,C09967,0,1,1,1,0
TX0067788,2026-01-01 13:01:39,C01284,0,1,1,1,0
TX0020012,2026-01-01 13:02:21,C06555,0,1,1,1,0
TX0097342,2026-01-01 13:06:49,C00435,0,1,1,1,1
TX0070444,2026-01-01 13:07:11,C09036,0,1,1,1,0
TX0066695,2026-01-01 13:08:57,C05746,0,1,1,1,0
TX0051339,2026-01-01 13:09:49,C06289,0,1,1,1,0
TX0050525,2026-01-01 13:14:56,C00104,0,1,1,1,0
TX0072613,2026-01-01 13:25:49,C04154,0,1,1,1,0
TX0086134,2026-01-01 13:27:36,C08142,0,1,1,1,0
TX0082277,2026-01-01 13:32:06,C05794,0,1,1,1,0
TX0052815,2026-01-01 13:33:41,C07887,0,1,1,1,0
TX0001315,2026-01-01 13:36:06,C00991,0,1,1,1,0
TX0032396,2026-01-01 13:37:53,C05310,0,1,1,1,0
TX0071406,2026-01-01 13:39:31,C07101,0,1,1,1,0
TX0084906,2026-01-01 13:45:54,C07021,0,1,1,1,0
TX0018316,2026-01-01 13:49:39,C09675,0,1,1,1,0
TX0059801,2026-01-01 13:52:55,C02560,0,1,1,1,0
TX0056367,2026-01-01 13:57:28,C05118,1,1,1,1,0
TX0014651,2026-01-01 14:00:08,C08428,0,1,1,1,0
TX0007303,2026-01-01 14:00:38,C06551,0,1,1,1,0
TX0018692,2026-01-01 14:05:55,C08996,0,1,1,1,0
TX0097245,2026-01-01 14:07:13,C05654,0,1,1,1,0
TX0047459,2026-01-01 14:14:33,C04335,0,1,1,1,0
TX0098113,2026-01-01 14:18:04,C03366,0,1,1,1,1
TX0098547,2026-01-01 14:19:46,C04246,0,1,1,1,1
TX0014729,2026-01-01 14:20:06,C02539,0,1,1,1,0
TX0025848,2026-01-01 14:22:57,C03469,0,1,1,1,0
TX0096366,2026-01-01 14:27:47,C02697,0,1,1,1,1
TX0067301,2026-01-01 14:28:41,C06509,0,1,1,1,0
TX0095135,2026-01-01 14:45:14,C04160,0,1,1,1,0
TX0029621,2026-01-01 14:57:59,C00391,0,1,1,1,0
TX0097971,2026-01-01 14:59:28,C02428,0,1,1,1,0
TX0023320,2026-01-01 15:02:44,C07556,0,1,1,1,0
TX0093558,2026-01-01 15:02:48,C00733,0,1,1,1,0
TX0037506,2026-01-01 15:05:49,C01141,0,1,1,1,0
TX0070510,2026-01-01 15:09:38,C09868,0,1,1,1,0
TX0046708,2026-01-01 15:18:25,C00014,0,1,1,1,0
TX0081923,2026-01-01 15:18:51,C02925,0,1,1,1,0
TX0042640,2026-01-01 15:23:02,C04998,0,1,1,1,0
TX0043388,2026-01-01 15:23:28,C08271,0,1,1,1,0
TX0002270,2026-01-01 15:25:38,C08010,0,1,1,1,0
TX0007723,2026-01-01 15:28:23,C03199,0,1,1,1,1
TX0012419,2026-01-01 15:28:34,C03016,0,1,1,1,0
TX0009705,2026-01-01 15:31:31,C08929,0,1,1,1,0
TX0039521,2026-01-01 15:31:50,C07513,0,1,1,1,0
TX0057714,2026-01-01 15:31:56,C03912,0,1,1,1,1
TX0025328,2026-01-01 15:32:31,C01363,0,1,1,1,0
TX0022680,2026-01-01 15:36:03,C06295,0,1,1,1,0
TX0044144,2026-01-01 15:43:39,C07525,0,1,1,1,0
TX0020753,2026-01-01 15:45:47,C04930,0,1,1,1,0
TX0085192,2026-01-01 15:48:17,C09433,0,1,1,1,1
TX0073301,2026-01-01 15:49:02,C08077,0,1,1,1,0
TX0017998,2026-01-01 15:49:42,C07448,0,1,1,1,0
TX0072042,2026-01-01 15:49:55,C03132,0,1,1,1,0
TX0065440,2026-01-01 15:51:31,C08973,0,1,1,1,0
TX0076119,2026-01-01 15:51:38,C03702,0,2,2,1,1
TX0052487,2026-01-01 15:52:25,C03353,0,1,1,1,0
TX0045972,2026-01-01 15:54:11,C02610,0,1,1,1,0
TX0036370,2026-01-01 15:54:22,C08780,0,1,1,1,0
TX0028543,2026-01-01 15:58:44,C00701,0,1,1,1,0
TX0048784,2026-01-01 15:59:52,C01099,0,1,1,1,0
TX0093554,2026-01-01 16:05:11,C03392,0,1,1,1,0
TX0021298,2026-01-01 16:13:32,C08511,0,1,1,1,0
TX0055995,2026-01-01 16:14:02,C03631,0,1,1,1,0
TX0007187,2026-01-01 16:15:03,C08079,0,1,1,1,0
TX0058657,2026-01-01 16:18:59,C04889,0,1,1,1,0
TX0044336,2026-01-01 16:21:10,C05198,0,1,1,1,0
TX0014557,2026-01-01 16:23:02,C09263,0,1,1,1,0
TX0094609,2026-01-01 16:23:02,C05390,0,1,1,1,0
TX0046128,2026-01-01 16:25:16,C04807,0,1,1,1,0
TX0085835,2026-01-01 16:29:12,C04849,0,1,2,1,1
TX0074491,2026-01-01 16:32:46,C01870,0,1,1,1,0
TX0004734,2026-01-01 16:36:44,C04659,0,1,1,1,0
TX0070505,2026-01-01 16:39:41,C09316,0,1,1,1,0
TX0065138,2026-01-01 16:44:21,C02779,1,1,1,1,0
TX0049797,2026-01-01 16:46:42,C03823,1,1,1,1,0
TX0091383,2026-01-01 16:49:01,C08365,0,1,1,1,1
TX0047217,2026-01-01 17:01:20,C08886,1,1,1,1,0
TX0060806,2026-01-01 17:03:23,C03620,0,1,1,1,0
TX0033509,2026-01-01 17:08:11,C08680,0,1,1,1,0
TX0074400,2026-01-01 17:09:40,C05516,0,1,1,1,0
TX0031286,2026-01-01 17:16:06,C07803,0,1,1,1,0
TX0095492,2026-01-01 17:25:05,C03585,0,1,1,1,0
TX0050072,2026-01-01 17:32:15,C03851,0,1,1,1,0
TX0023044,2026-01-01 17:34:43,C05000,0,1,1,1,1
TX0005609,2026-01-01 17:38:55,C02132,0,1,1,1,0
TX0089309,2026-01-01 17:40:03,C00224,0,1,1,1,0
TX0070028,2026-01-01 17:43:10,C08670,0,1,1,1,0
TX0006939,2026-01-01 17:43:38,C05221,0,1,1,1,0
TX0035971,2026-01-01 17:45:58,C02962,0,1,1,1,0
TX0051213,2026-01-01 17:47:33,C04008,0,1,1,1,0
TX0013310,2026-01-01 17:47:36,C02568,0,1,1,1,0
TX0054405,2026-01-01 17:48:16,C03904,0,1,1,1,0
TX0065758,2026-01-01 17:51:01,C03690,0,1,1,1,0
TX0043558,2026-01-01 17:53:43,C08934,0,1,1,1,0
TX0071836,2026-01-01 17:59:33,C06361,0,1,1,1,0
TX0083276,2026-01-01 17:59:40,C04342,0,1,1,1,0
TX0076954,2026-01-01 18:06:16,C04288,0,1,1,1,0
TX0063477,2026-01-01 18:09:59,C02661,0,1,1,1,0
TX0097449,2026-01-01 18:11:30,C06188,0,1,1,1,0
TX0079271,2026-01-01 18:12:27,C08221,0,1,1,1,0
TX0022971,2026-01-01 18:13:32,C00239,0,1,1,1,0
TX0039674,2026-01-01 18:14:35,C00283,0,1,1,1,0
TX0087847,2026-01-01 18:24:18,C06769,0,1,1,1,0
TX0082032,2026-01-01 18:25:38,C00615,0,1,1,1,0
TX0051635,2026-01-01 18:28:30,C05390,0,1,1,1,0
TX0061343,2026-01-01 18:33:59,C06901,0,1,1,1,0
TX0013789,2026-01-01 18:38:23,C06454,0,1,1,1,0
TX0092053,2026-01-01 18:40:31,C09535,0,1,1,1,0
TX0025478,2026-01-01 18:42:05,C00809,0,1,1,1,1
TX0062887,2026-01-01 18:46:32,C06070,0,1,1,1,0
TX0099667,2026-01-01 18:46:36,C05880,0,1,1,1,0
TX0062781,2026-01-01 18:47:02,C09553,0,1,1,1,0
TX0027050,2026-01-01 18:48:05,C07955,0,1,1,1,0
TX0028286,2026-01-01 18:49:22,C05986,1,1,1,1,0
TX0004050,2026-01-01 18:50:26,C08245,0,1,1,1,0
TX0062940,2026-01-01 19:01:10,C00686,0,1,1,1,0
TX0049529,2026-01-01 19:03:29,C02851,0,1,1,1,0
TX0094441,2026-01-01 19:04:53,C08239,0,1,1,1,0
TX0022739,2026-01-01 19:08:03,C07090,0,1,1,1,0
TX0041964,2026-01-01 19:14:14,C06048,0,1,1,1,0
TX0012998,2026-01-01 19:18:34,C07222,0,1,1,1,2
TX0039203,2026-01-01 19:24:21,C03260,0,1,1,1,0
TX0097855,2026-01-01 19:24:36,C09244,0,1,1,1,0
TX0036424,2026-01-01 19:29:41,C06507,0,1,1,1,0
TX0029042,2026-01-01 19:44:02,C09523,0,1,1,1,0
TX0023466,2026-01-01 19:51:41,C06353,0,1,1,1,0
TX0002774,2026-01-01 19:53:38,C02455,0,1,1,1,0
TX0061210,2026-01-01 19:53:55,C03524,0,1,1,1,0
TX0078949,2026-01-01 19:56:29,C07580,0,1,1,1,0
TX0076390,2026-01-01 19:57:19,C01483,0,1,1,1,0
TX0076030,2026-01-01 19:58:44,C03686,0,1,1,1,0
TX0029911,2026-01-01 20:05:12,C04441,0,1,1,1,0
TX0090220,2026-01-01 20:07:47,C09682,0,1,1,1,0
TX0007952,2026-01-01 20:08:57,C05597,0,1,1,1,0
TX0088737,2026-01-01 20:13:57,C00347,0,1,1,1,0
TX0004409,2026-01-01 20:14:15,C07855,0,1,1,1,0
TX0038984,2026-01-01 20:17:49,C00649,1,1,1,1,1
TX0090667,2026-01-01 20:31:45,C00571,0,1,1,1,0
TX0006733,2026-01-01 20:33:07,C02729,0,1,1,1,0
TX0019208,2026-01-01 20:37:24,C05056,0,1,1,1,0
TX0088000,2026-01-01 20:44:53,C06037,0,1,1,1,0
TX0022682,2026-01-01 20:46:22,C02296,0,1,1,1,0
TX0041269,2026-01-01 20:53:26,C06966,0,1,1,1,0
TX0075265,2026-01-01 20:55:40,C00780,0,1,1,1,0
TX0032362,2026-01-01 21:02:18,C07923,0,1,1,1,0
TX0026554,2026-01-01 21:04:18,C08759,1,1,1,1,0
TX0032913,2026-01-01 21:10:47,C09991,0,1,1,1,0
TX0029163,2026-01-01 21:26:32,C08661,0,1,1,1,0
TX0042413,2026-01-01 21:38:26,C06593,0,1,1,1,1
TX0095907,2026-01-01 21:40:01,C02276,0,1,1,1,0
TX0045626,2026-01-01 21:40:05,C00360,0,1,1,1,0
TX0023469,2026-01-01 21:42:54,C08513,0,1,1,1,0
TX0041691,2026-01-01 21:43:58,C06990,0,1,1,1,0
TX0076914,2026-01-01 21:45:40,C04042,0,1,1,1,0
TX0065021,2026-01-01 21:46:11,C01866,0,1,1,1,0
TX0072539,2026-01-01 21:59:54,C00567,0,1,1,1,1
TX0025063,2026-01-01 22:04:27,C04082,0,1,1,1,0
TX0027493,2026-01-01 22:15:25,C06496,0,1,1,1,1
TX0069671,2026-01-01 22:21:11,C02902,0,1,1,1,0
TX0004870,2026-01-01 22:24:01,C00428,0,1,1,1,0
TX0025474,2026-01-01 22:25:47,C07532,0,1,1,1,0
TX0003569,2026-01-01 22:30:34,C00437,0,1,1,1,0
TX0083287,2026-01-01 22:37:10,C01661,0,1,1,1,0
TX0056515,2026-01-01 22:37:28,C04521,0,1,1,1,0
TX0058472,2026-01-01 22:39:51,C05831,0,1,1,1,0
TX0053514,2026-01-01 22:43:22,C06539,0,1,1,1,0
TX0003683,2026-01-01 22:46:03,C05451,0,1,1,1,0
TX0034451,2026-01-01 22:46:16,C02852,0,1,1,1,0
TX0017544,2026-01-01 22:50:59,C03152,0,1,1,1,0
TX0000304,2026-01-01 22:53:06,C05845,0,1,1,1,0
TX0000115,2026-01-01 22:55:12,C01008,0,1,1,1,0
TX0062295,2026-01-01 23:01:02,C06736,1,1,1,1,0
TX0060343,2026-01-01 23:06:13,C00563,0,1,1,1,0
TX0078432,2026-01-01 23:11:03,C00736,0,1,1,1,0
TX0050683,2026-01-01 23:15:11,C03647,0,1,1,1,0
TX0071410,2026-01-01 23:18:32,C07038,1,1,1,1,0
TX0027273,2026-01-01 23:20:49,C03129,0,1,1,1,0
TX0010020,2026-01-01 23:20:54,C07483,1,1,1,1,0
TX0088594,2026-01-01 23:21:07,C05020,0,1,1,1,0
TX0092894,2026-01-01 23:21:30,C05211,0,1,1,1,0
TX0062641,2026-01-01 23:22:09,C09467,0,1,1,1,0
TX0046928,2026-01-01 23:22:41,C06664,0,1,1,1,0
TX0071388,2026-01-01 23:25:31,C04781,0,1,1,1,1
TX0008272,2026-01-01 23:29:07,C05214,0,1,1,1,1
TX0077400,2026-01-01 23:35:39,C06038,0,1,1,1,0
TX0040088,2026-01-01 23:35:42,C00507,0,1,1,1,0
TX0052708,2026-01-01 23:40:08,C05038,0,1,1,1,0
TX0083229,2026-01-01 23:40:27,C04089,0,1,1,1,0
TX0013933,2026-01-01 23:41:00,C07670,0,1,1,1,0
TX0025805,2026-01-01 23:43:03,C06803,0,1,1,1,0
